,상호명,지점명,상권업종대분류명,상권업종중분류명,시도명,시군구명,행정동명,위도,경도
0,커피빈,코리아대학로대명거리점,음식,커피점/카페,서울특별시,종로구,혜화동,37.5831492497775,127.000170846364
1,요거프레소,쌍문점,음식,커피점/카페,서울특별시,도봉구,쌍문2동,37.6587277238356,127.034745665547
2,우성커피숍,,음식,커피점/카페,서울특별시,양천구,신월4동,37.5220552604826,126.842935491813
3,버블베어,,음식,커피점/카페,서울특별시,강서구,방화3동,37.5809414781492,126.813358391338
4,로얄커피숍,,음식,커피점/카페,서울특별시,강동구,성내2동,37.5349011022249,127.124192744813
5,띵낑커피,,음식,커피점/카페,서울특별시,광진구,화양동,37.542181614837,127.068840228963
6,커피빈코리아낙성대역점,코리아낙성대역점,음식,커피점/카페,서울특별시,관악구,행운동,37.4781056688261,126.961593240638
7,000간,,음식,커피점/카페,서울특별시,종로구,창신2동,37.5790191702951,127.009396492102
8,탐앤탐스,막스앤스펜서점,음식,커피점/카페,서울특별시,강남구,신사동,37.5255543279368,127.026033203671
9,카페그리다,,음식,커피점/카페,서울특별시,강남구,삼성2동,37.5067671774525,127.052597123802
10,노란고무줄,,음식,커피점/카페,서울특별시,강남구,대치4동,37.5028991701185,127.050044694901
11,커피랩,,음식,커피점/카페,서울특별시,마포구,서교동,37.5549642287037,126.929222625466
12,커핀그루나루신천점,신천점,음식,커피점/카페,서울특별시,송파구,잠실본동,37.5109879797319,127.082767481921
13,스테이보드게임카페,,음식,커피점/카페,서울특별시,관악구,조원동,37.4814460460802,126.901531113799
14,홈플러스어라운드홈,강서점,음식,커피점/카페,서울특별시,강서구,등촌1동,37.5584556189768,126.854800245129
15,싱,,음식,커피점/카페,서울특별시,송파구,가락본동,37.4948815412923,127.120080194832
16,할리스커피남부터미널,,음식,커피점/카페,서울특별시,서초구,서초1동,37.4867236974339,127.015738833106
17,홈스테드,커피타워팰리스점,음식,커피점/카페,서울특별시,강남구,도곡2동,37.4887418448763,127.053197983987
18,이디야커피,신길역점,음식,커피점/카페,서울특별시,영등포구,신길1동,37.5151175359347,126.918061930143
19,카페비원,,음식,커피점/카페,서울특별시,성북구,안암동,37.5874861262858,127.029665321878
20,다나인터내셔널,,음식,커피점/카페,서울특별시,송파구,가락2동,37.4967973016795,127.131785329842
21,리버스로스터,,음식,커피점/카페,서울특별시,양천구,신월3동,37.5354372768401,126.82394628602
22,엔제리너스,커피여의도리버타워점,음식,커피점/카페,서울특별시,영등포구,여의동,37.519403747596,126.938611257408
23,극단배우다방,,음식,커피점/카페,서울특별시,종로구,이화동,37.5848042101306,127.005153200761
24,가예커피,,음식,커피점/카페,서울특별시,구로구,구로4동,37.4913776314645,126.894024072321
25,커피빈,코리아청담에스점,음식,커피점/카페,서울특별시,강남구,청담동,37.5252495612624,127.047215839761
26,커피볶는성군,,음식,커피점/카페,서울특별시,광진구,자양3동,37.5326958040876,127.069127895251
27,커피빈,코리아강남역랭기지타워점,음식,커피점/카페,서울특별시,강남구,역삼1동,37.4965196043765,127.030074547889
28,커피빈,코리아청담성당점,음식,커피점/카페,서울특별시,강남구,청담동,37.5199018862561,127.050021491746
29,소풍가는날,,음식,커피점/카페,서울특별시,강서구,염창동,37.551879173173,126.867994948895
30,이디야커피,라이프점,음식,커피점/카페,서울특별시,영등포구,여의동,37.5195441715436,126.939197515335
31,스타벅스,동숭로아트점,음식,커피점/카페,서울특별시,종로구,이화동,37.5829644184897,127.00388696535
32,쎄븐스퀘어,,음식,커피점/카페,서울특별시,중구,소공동,37.5646508705575,126.978073817792
33,한앤둘,,음식,커피점/카페,서울특별시,송파구,잠실2동,37.5161878271983,127.075927917189
34,하루에,,음식,커피점/카페,서울특별시,서대문구,신촌동,37.5579467756907,126.946259180898
35,커피랑,,음식,커피점/카페,서울특별시,노원구,상계3.4동,37.6681113394296,127.079182298616
36,오가다,,음식,커피점/카페,서울특별시,강서구,공항동,37.5477387116096,126.81426973535
37,오엘커피,,음식,커피점/카페,서울특별시,마포구,서교동,37.551943742567,126.920098807327
38,paulbassett,,음식,커피점/카페,서울특별시,용산구,한남동,37.5333347823459,127.008156795201
39,애플블러썸커피,,음식,커피점/카페,서울특별시,중구,신당5동,37.5649708202765,127.023324282632
40,노란손수건2호점,2호점,음식,커피점/카페,서울특별시,서대문구,연희동,37.5665631437312,126.925536232164
41,B.B.Q카페은평뉴타운,구파발점,음식,커피점/카페,서울특별시,은평구,진관동,37.6315031143934,126.927796801754
42,강남푸드마켓미소,대치점,음식,커피점/카페,서울특별시,강남구,대치2동,37.5026252450057,127.059729520593
43,언약커피하우스,,음식,커피점/카페,서울특별시,강남구,논현1동,37.510850793909,127.021869480819
44,파스쿠찌동대문APM점,동대문APM점,음식,커피점/카페,서울특별시,중구,광희동,37.5674746566524,127.008066512261
45,회화나무로스터스,,음식,커피점/카페,서울특별시,서초구,양재1동,37.4656559755804,127.022130773762
46,가비애,,음식,커피점/카페,서울특별시,마포구,서교동,37.5558259024562,126.927863463335
47,귀젤커피,,음식,커피점/카페,서울특별시,종로구,종로1.2.3.4가동,37.5701399543819,126.991899950636
48,차칸커피,,음식,커피점/카페,서울특별시,중랑구,신내2동,37.6169636426179,127.091344647363
49,훈고링고브레드,,음식,커피점/카페,서울특별시,마포구,성산1동,37.558385762908,126.913180907467
50,커피팡,,음식,커피점/카페,서울특별시,종로구,종로1.2.3.4가동,37.5729539736493,126.992224277182
51,공차압구정로데오점,압구정로데오점,음식,커피점/카페,서울특별시,강남구,압구정동,37.5275407670836,127.03863350645
52,카페티라수,,음식,커피점/카페,서울특별시,강서구,염창동,37.5502387818799,126.877378933564
53,CNNCAFE한양대역점,한양대역점,음식,커피점/카페,서울특별시,성동구,사근동,37.5555674578099,127.043570382316
54,학다방,,음식,커피점/카페,서울특별시,성동구,행당1동,37.5607498885863,127.035988478502
55,The드림,,음식,커피점/카페,서울특별시,금천구,독산2동,37.4638556428949,126.901325060638
56,이디야커피양재AT점,양재AT점,음식,커피점/카페,서울특별시,서초구,양재2동,37.4690754974886,127.040264535602
57,Anscoffee,,음식,커피점/카페,서울특별시,종로구,평창동,37.6138584692012,126.959731055483
58,이디야커피,시흥점,음식,커피점/카페,서울특별시,금천구,시흥2동,37.4490661391638,126.913645616749
59,스타벅스남부터미널2점,남부터미널2점,음식,커피점/카페,서울특별시,서초구,서초3동,37.4843861241449,127.014197798445
60,킹콩쥬스엔커피,신풍역점,음식,커피점/카페,서울특별시,영등포구,신길6동,37.4996857598343,126.910560301817
61,이디아커피,,음식,커피점/카페,서울특별시,강동구,성내1동,37.5290123623274,127.122326901135
62,스타벅스,현대목동점,음식,커피점/카페,서울특별시,양천구,목1동,37.5271465422093,126.874681763736
63,금산인삼집,,음식,커피점/카페,서울특별시,동작구,사당1동,37.4788780954206,126.976800881159
64,커피에반하다,양천신정점,음식,커피점/카페,서울특별시,양천구,신정7동,37.5148323326506,126.860896798618
65,마이시크릿메이트,,음식,커피점/카페,서울특별시,서대문구,신촌동,37.5582245671943,126.939045515317
66,제일커피,,음식,커피점/카페,서울특별시,동작구,사당4동,37.4831677763305,126.971688160038
67,CACAOCLOCK카카오클락,카카오클락,음식,커피점/카페,서울특별시,강북구,미아동,37.6342503495531,127.024242331592
68,ANDO,,음식,커피점/카페,서울특별시,성북구,성북동,37.5963151481082,126.997186323844
69,더북이대점,이대점,음식,커피점/카페,서울특별시,서대문구,신촌동,37.5573406471643,126.943970129647
70,카페라파미,,음식,커피점/카페,서울특별시,종로구,평창동,37.6120886498074,126.974740640429
71,커피에반하다신림역점신림역점,신림역점,음식,커피점/카페,서울특별시,관악구,신림동,37.4842153291743,126.927361188273
72,CAFEWONDER카페원더,카페원더,음식,커피점/카페,서울특별시,서초구,양재1동,37.4843182741708,127.039877361823
73,커플팔찌만들기STAY,,음식,커피점/카페,서울특별시,용산구,남영동,37.5437490358071,126.973153782736
74,만동제과,,음식,커피점/카페,서울특별시,서대문구,신촌동,37.5615240070947,126.9272611481
75,오토카페,,음식,커피점/카페,서울특별시,서초구,방배2동,37.4783178598252,126.988126090942
76,까페마르도,페까마르도양천구청점,음식,커피점/카페,서울특별시,양천구,신정7동,37.5160771126243,126.861036243069
77,COFFEEBEAN영동2교사거리점,영동2교사거리점,음식,커피점/카페,서울특별시,강남구,도곡2동,37.481876594572,127.043232821419
78,명인박남커피,박남커피,음식,커피점/카페,서울특별시,마포구,망원1동,37.5534083542174,126.905953386794
79,아마스빈코리아목동파리공원점,목동파리공원점,음식,커피점/카페,서울특별시,양천구,목5동,37.5359539161008,126.877966511571
80,지브릭커피,,음식,커피점/카페,서울특별시,은평구,진관동,37.6371358883606,126.93590762923
81,토프레소,석관점,음식,커피점/카페,서울특별시,성북구,석관동,37.6044939770517,127.060374091536
82,까페띠아모,,음식,커피점/카페,서울특별시,강북구,송천동,37.612755098595,127.026845222065
83,카페서로,,음식,커피점/카페,서울특별시,종로구,청운효자동,37.5815915363581,126.967845095307
84,커피니종합운동장역점,종합운동장역점,음식,커피점/카페,서울특별시,송파구,잠실7동,37.5109594030496,127.073334231244
85,난곡제과,,음식,커피점/카페,서울특별시,관악구,난곡동,37.4658679506485,126.920219044835
86,그라찌에,국민대학교과학관,음식,커피점/카페,서울특별시,성북구,정릉3동,37.610184409786,126.998517838776
87,라온커피,,음식,커피점/카페,서울특별시,성동구,사근동,37.5604969893692,127.040338127186
88,칼라커피숍,,음식,커피점/카페,서울특별시,은평구,대조동,37.6148449090178,126.918125045827
89,스(HUFS)동문커피,,음식,커피점/카페,서울특별시,동대문구,이문1동,37.5982843098609,127.057926832283
90,달콤퐁당,,음식,커피점/카페,서울특별시,성북구,안암동,37.5888756378035,127.022253356692
91,주연커피숍,,음식,커피점/카페,서울특별시,강북구,미아동,37.6305860770461,127.02350851856
92,잠바주스용산미군기지점,용산미군기지점,음식,커피점/카페,서울특별시,용산구,용산2가동,37.5444949516062,126.979163795808
93,w카페,대치점,음식,커피점/카페,서울특별시,강남구,대치2동,37.509039512363,127.065247997206
94,엔제리너스,강동롯데시네마점,음식,커피점/카페,서울특별시,강동구,성내2동,37.5366304393833,127.12531535394
95,커피볶는집와플에숍,와플에숍,음식,커피점/카페,서울특별시,강서구,화곡8동,37.5327847482741,126.847352054858
96,뉴웨이브커피로스터스,,음식,커피점/카페,서울특별시,양천구,목1동,37.5241822823901,126.873753367012
97,동작노을카페,,음식,커피점/카페,서울특별시,동작구,사당2동,37.5059639249899,126.979948852334
98,스타벅스미아사거리역점,미아사거리역점,음식,커피점/카페,서울특별시,강북구,송중동,37.6118406150505,127.030685494292
99,드롭오가닉커피,,음식,커피점/카페,서울특별시,종로구,부암동,37.5949602939297,126.962406185057
100,스타벅스,가로수길점,음식,커피점/카페,서울특별시,강남구,신사동,37.5231842055575,127.021629292234
101,카페엔,,음식,커피점/카페,서울특별시,중랑구,망우본동,37.600719156415,127.108053910637
102,언커먼그라운드커피카페,,음식,커피점/카페,서울특별시,성동구,성수2가3동,37.5433781439755,127.05724891929
103,스타벅스,당산점,음식,커피점/카페,서울특별시,영등포구,당산2동,37.5351335863576,126.899952047656
104,네스카페디엠씨상암,,음식,커피점/카페,서울특별시,마포구,상암동,37.5771382394952,126.891103924072
105,공차어린이대공원역점,어린이대공원역점,음식,커피점/카페,서울특별시,광진구,군자동,37.5530168363793,127.072859000853
106,WAFFINGCOFFEE,역삼점,음식,커피점/카페,서울특별시,강남구,역삼1동,37.5040756689626,127.043978827693
107,스테이지비,,음식,커피점/카페,서울특별시,동작구,노량진1동,37.5124503504978,126.942928879071
108,카페디키미,,음식,커피점/카페,서울특별시,종로구,평창동,37.6129946491626,126.974275136858
109,퓨전2,,음식,커피점/카페,서울특별시,서대문구,신촌동,37.5584691113836,126.946229188216
110,커피베이,서울역점,음식,커피점/카페,서울특별시,용산구,남영동,37.5535091783694,126.972329504422
111,세컨스텝,,음식,커피점/카페,서울특별시,동대문구,용신동,37.5737059298627,127.024896999114
112,야카모즈로스팅,,음식,커피점/카페,서울특별시,강남구,신사동,37.5198463390699,127.025507837223
113,고려대학교교육관로즈버드커피전문점,,음식,커피점/카페,서울특별시,성북구,안암동,37.5884849860916,127.031701809695
114,피프티,,음식,커피점/카페,서울특별시,강남구,압구정동,37.5258987591122,127.036165610367
115,프린세스다이어리,,음식,커피점/카페,서울특별시,서대문구,신촌동,37.5579721872889,126.946077730881
116,카페띠아모,광희점,음식,커피점/카페,서울특별시,중구,광희동,37.5639013088856,127.007446061082
117,투썸플레이스서울대역중앙점,서울대역중앙점,음식,커피점/카페,서울특별시,관악구,중앙동,37.4818791585149,126.952190314446
118,커피마마,종암점,음식,커피점/카페,서울특별시,성북구,종암동,37.5982673848483,127.033545501214
119,심리카페COM,,음식,커피점/카페,서울특별시,마포구,서교동,37.556247134616,126.924643121872
120,꼼지락커피하우스,,음식,커피점/카페,서울특별시,광진구,구의1동,37.5382764953001,127.085680841656
121,별당,,음식,커피점/카페,서울특별시,강북구,우이동,37.6465454910194,127.008636324978
122,커피엔진,,음식,커피점/카페,서울특별시,성동구,행당1동,37.5649011932512,127.036783939216
123,애프터커피숍,,음식,커피점/카페,서울특별시,강서구,화곡1동,37.5372711476872,126.836250847924
124,이디야커피,개봉중앙점,음식,커피점/카페,서울특별시,구로구,개봉3동,37.486436308155,126.854871610173
125,퓨엘앳센티넬IFC,,음식,커피점/카페,서울특별시,영등포구,여의동,37.5251722235016,126.924863083917
126,앤드,,음식,커피점/카페,서울특별시,용산구,한남동,37.5351905615634,127.000630459656
127,에스프레사멘테일리부띠크모나코점,부띠크모나코점,음식,커피점/카페,서울특별시,서초구,서초4동,37.4974288106161,127.024498668666
128,카페다소,,음식,커피점/카페,서울특별시,광진구,구의1동,37.5428213584466,127.083814766448
129,CAFEMERCI,,음식,커피점/카페,서울특별시,서초구,서초3동,37.4908054948705,127.010347815691
130,알랑가,,음식,커피점/카페,서울특별시,강서구,우장산동,37.5541051360342,126.837437758515
131,엔제리너스,신도림테크노점,음식,커피점/카페,서울특별시,구로구,구로5동,37.5070380397769,126.89020763235
132,스타벅스중랑구청점,중랑구청점,음식,커피점/카페,서울특별시,중랑구,신내1동,37.605400319519,127.095653136278
133,삼성화랑,,음식,커피점/카페,서울특별시,강남구,신사동,37.5242605331296,127.02321040209
134,바빈스커피,등촌점,음식,커피점/카페,서울특별시,강서구,염창동,37.5502032744875,126.867058351273
135,클라우드9,,음식,커피점/카페,서울특별시,노원구,월계1동,37.6158743708744,127.064942990967
136,카페마루니,,음식,커피점/카페,서울특별시,은평구,진관동,37.6566213194904,126.948549463848
137,숲,,음식,커피점/카페,서울특별시,노원구,공릉2동,37.6212788115184,127.087735143553
138,커피오터스,,음식,커피점/카페,서울특별시,중랑구,면목본동,37.5886243717869,127.091157094035
139,스타벅스,문래역점,음식,커피점/카페,서울특별시,영등포구,문래동,37.5174497816404,126.89647871302
140,스타벅스,서강대점,음식,커피점/카페,서울특별시,마포구,대흥동,37.552426380667,126.937543279963
141,카페톨릭스,페톨릭스,음식,커피점/카페,서울특별시,강남구,도곡2동,37.4880591935402,127.053466679282
142,카카오독애견카페,,음식,커피점/카페,서울특별시,강서구,화곡4동,37.5307855466084,126.863267761603
143,카페베네무교사거리점,무교사거리점,음식,커피점/카페,서울특별시,종로구,종로1.2.3.4가동,37.5695195404616,126.979467584767
144,티티까페,,음식,커피점/카페,서울특별시,서초구,잠원동,37.5178435355565,127.015432033716
145,더테라스,,음식,커피점/카페,서울특별시,서초구,잠원동,37.5095823555688,127.013448018261
146,안테스,,음식,커피점/카페,서울특별시,중구,필동,37.5628436742853,126.993209413679
147,꽃밭에서,,음식,커피점/카페,서울특별시,영등포구,여의동,37.5196585799992,126.93989726821
148,메디찌커피숍,,음식,커피점/카페,서울특별시,광진구,광장동,37.5482384073485,127.109958451898
149,247커피,,음식,커피점/카페,서울특별시,광진구,자양3동,37.5341617893911,127.068781545627
150,펫코아,,음식,커피점/카페,서울특별시,도봉구,창2동,37.6444580560441,127.036176810861
151,달조각,,음식,커피점/카페,서울특별시,마포구,성산1동,37.563233572511,126.906375666485
152,스타벅스,봉은사로선정릉점,음식,커피점/카페,서울특별시,강남구,삼성2동,37.5113566651683,127.048500978939
153,오리지널빈스,서울스퀘어점,음식,커피점/카페,서울특별시,중구,회현동,37.5554947274348,126.973739611968
154,이트앤토크,,음식,커피점/카페,서울특별시,강남구,청담동,37.5275877005611,127.047763102802
155,커피베이,보라매점,음식,커피점/카페,서울특별시,관악구,보라매동,37.4892148207432,126.929200728899
156,투썸플레이스,씨제이프레시웨이강남세브란스병원점,음식,커피점/카페,서울특별시,강남구,도곡1동,37.4927951351961,127.046293864724
157,초록이네,,음식,커피점/카페,서울특별시,마포구,염리동,37.548225277108,126.94533227546
158,더라떼,,음식,커피점/카페,서울특별시,동작구,사당2동,37.4909224512719,126.979610649554
159,Cafe도로시,,음식,커피점/카페,서울특별시,구로구,고척2동,37.5051020363732,126.860060678141
160,매머드커피,,음식,커피점/카페,서울특별시,종로구,종로1.2.3.4가동,37.5718715551658,126.98054488939
161,라카페갤러리,,음식,커피점/카페,서울특별시,종로구,부암동,37.594082761677,126.967140371686
162,이디야커피,해군회관점,음식,커피점/카페,서울특별시,동작구,대방동,37.5042531290316,126.922245141657
163,언덕위에카파,,음식,커피점/카페,서울특별시,성북구,정릉3동,37.6114116935768,127.004062646547
164,정동클럽,,음식,커피점/카페,서울특별시,중구,소공동,37.5648420983104,126.973113340464
165,할리스커피마포역점,마포역점,음식,커피점/카페,서울특별시,마포구,용강동,37.5395713898338,126.945906803034
166,보리수,,음식,커피점/카페,서울특별시,종로구,종로1.2.3.4가동,37.5701500973732,126.993088429184
167,법학관카페,인피니티,음식,커피점/카페,서울특별시,성북구,정릉3동,37.610184409786,126.998517838776
168,꼼떼커피,,음식,커피점/카페,서울특별시,서대문구,충현동,37.5619272150428,126.963317245296
169,카페다커피,독립문점,음식,커피점/카페,서울특별시,종로구,무악동,37.5754499743655,126.957990104356
170,커피에반하다,독산초점,음식,커피점/카페,서울특별시,금천구,독산2동,37.4645029748547,126.89923563257
171,투썸플레이스,LG광화문빌딩점,음식,커피점/카페,서울특별시,종로구,사직동,37.5692616842383,126.971558426278
172,오바도즈,,음식,커피점/카페,서울특별시,마포구,서교동,37.5487385383687,126.919386824408
173,북해빙수,,음식,커피점/카페,서울특별시,서초구,반포4동,37.5039300142165,127.00239321346
174,미칠비루디져트아뜰리에,,음식,커피점/카페,서울특별시,강남구,일원1동,37.4923659599281,127.085460504631
175,커피빈,코리아청담카페점,음식,커피점/카페,서울특별시,강남구,청담동,37.5244880169564,127.044408516548
176,초원,,음식,커피점/카페,서울특별시,노원구,중계본동,37.6443832443008,127.08331666229
177,와플플러스,,음식,커피점/카페,서울특별시,송파구,가락2동,37.4928632922613,127.127386597009
178,디저트올마이티,,음식,커피점/카페,서울특별시,용산구,한남동,37.5374177340002,127.006156501495
179,카페,달보드레,음식,커피점/카페,서울특별시,강북구,번1동,37.6363661281339,127.02513241076
180,공차한양대점,한양대점,음식,커피점/카페,서울특별시,성동구,사근동,37.5598971216855,127.040809885254
181,앤드에이,,음식,커피점/카페,서울특별시,마포구,성산1동,37.5594401797404,126.909294682248
182,카페알토바이밀도,알토바이밀도,음식,커피점/카페,서울특별시,용산구,한강로동,37.5291647153576,126.968398251456
183,스타벅스,방배다이치빌딩점,음식,커피점/카페,서울특별시,서초구,방배1동,37.4843326178498,126.996073072997
184,영플랜츠&갤러리영,,음식,커피점/카페,서울특별시,도봉구,쌍문2동,37.6592496671826,127.039079716178
185,샘,,음식,커피점/카페,서울특별시,서대문구,연희동,37.5715705752065,126.923302118549
186,루시,드커피,음식,커피점/카페,서울특별시,은평구,응암1동,37.6010427653311,126.921258064393
187,투썸플레이스,가락시장역점,음식,커피점/카페,서울특별시,송파구,가락본동,37.4939860303069,127.120825769556
188,파트원나이스,,음식,커피점/카페,서울특별시,강동구,천호2동,37.5476271760875,127.124621031267
189,신사장,,음식,커피점/카페,서울특별시,서초구,잠원동,37.5155487788232,127.016864859746
190,셀그린농산킹콩쥬스엔커피,,음식,커피점/카페,서울특별시,송파구,가락1동,37.4945258840774,127.108696384278
191,미홍,,음식,커피점/카페,서울특별시,마포구,서교동,37.5514907709978,126.913937441506
192,카페구로,,음식,커피점/카페,서울특별시,성북구,성북동,37.5954053046804,126.988762175289
193,스타벅스,뉴코아강남점,음식,커피점/카페,서울특별시,서초구,반포3동,37.5102488124166,127.006957982903
194,커피마마창동우리집점,창동우리집점,음식,커피점/카페,서울특별시,도봉구,창5동,37.65437461536,127.04568166591
195,캐리키즈카페,IFC몰점,음식,커피점/카페,서울특별시,영등포구,여의동,37.5251722235016,126.924863083917
196,뚜또오케이고대점,고대점,음식,커피점/카페,서울특별시,성북구,안암동,37.5877966160132,127.029072502922
197,coffee34thST.,,음식,커피점/카페,서울특별시,서초구,방배3동,37.479102098515,127.000869128183
198,Cafe맑음,,음식,커피점/카페,서울특별시,영등포구,양평2동,37.5344669948382,126.898038347375
199,와플반트,롯데월드점,음식,커피점/카페,서울특별시,송파구,잠실3동,37.5113044663838,127.098124400184
200,이다,,음식,커피점/카페,서울특별시,강동구,천호2동,37.5385905039524,127.125960072204
201,카페더스노우,,음식,커피점/카페,서울특별시,강남구,논현1동,37.5070125639409,127.026262845754
202,키커피코리아,,음식,커피점/카페,서울특별시,중구,회현동,37.5603490764434,126.980758504179
203,카페보니또,반포점,음식,커피점/카페,서울특별시,서초구,반포1동,37.5091981202528,127.020330134853
204,"커피,한송이",,음식,커피점/카페,서울특별시,강서구,등촌1동,37.5567982809965,126.855787640067
205,카페129-11,129-11,음식,커피점/카페,서울특별시,서대문구,연희동,37.5675101642433,126.928612902579
206,오후카페,,음식,커피점/카페,서울특별시,종로구,청운효자동,37.5793422699463,126.969257371873
207,전통찻집,,음식,커피점/카페,서울특별시,종로구,종로1.2.3.4가동,37.5738942645562,126.978966379844
208,에이치카페,,음식,커피점/카페,서울특별시,종로구,가회동,37.5780054265461,126.987616342796
209,엔제리너스,커피광화문점,음식,커피점/카페,서울특별시,종로구,사직동,37.5704787781716,126.974745300737
210,최가커피,,음식,커피점/카페,서울특별시,광진구,자양1동,37.5349073492319,127.081139445191
211,통툰만화까페,,음식,커피점/카페,서울특별시,강서구,우장산동,37.5577059520794,126.8389323951
212,이디야커피,등촌역점,음식,커피점/카페,서울특별시,강서구,등촌2동,37.5491759557566,126.863294073943
213,로비라운지&델리,,음식,커피점/카페,서울특별시,중구,장충동,37.5605674539981,127.002102585991
214,꼬메노,,음식,커피점/카페,서울특별시,광진구,화양동,37.5455893954099,127.069069438417
215,카페그리다,,음식,커피점/카페,서울특별시,성북구,정릉3동,37.6093462296367,127.004883016609
216,빈프로젝트,,음식,커피점/카페,서울특별시,마포구,합정동,37.5468891562806,126.914230540853
217,스타벅스,청담점,음식,커피점/카페,서울특별시,강남구,청담동,37.5243385164378,127.051571721037
218,젤라또랩,,음식,커피점/카페,서울특별시,강남구,대치2동,37.5070626798648,127.067082355007
219,쓰임,,음식,커피점/카페,서울특별시,도봉구,방학1동,37.6618722574616,127.040258660073
220,탐앤탐스난곡사거리점,난곡사거리점,음식,커피점/카페,서울특별시,관악구,미성동,37.4814459701343,126.914194579767
221,혼자두면장판뜯어서차린개카페,혼자두면장판뜯어서차린개,음식,커피점/카페,서울특별시,관악구,은천동,37.4851103322524,126.935659213827
222,카페커피씨,,음식,커피점/카페,서울특별시,서대문구,홍은2동,37.5795824495191,126.925462374437
223,커피마마,이문우리집점,음식,커피점/카페,서울특별시,동대문구,이문2동,37.6048987477233,127.063687363036
224,우리집젤라또,,음식,커피점/카페,서울특별시,서초구,방배본동,37.491154637404,126.98564606973
225,카페낢진,고대점,음식,커피점/카페,서울특별시,성북구,안암동,37.5884849860916,127.031701809695
226,베러댄와플,목동동로점,음식,커피점/카페,서울특별시,양천구,신정2동,37.5159916970114,126.871851656091
227,빽다방공덕새창로점,공덕새창로점,음식,커피점/카페,서울특별시,마포구,도화동,37.5422280557605,126.951821553066
228,스타벅스구로디지털로점,구로디지털로점,음식,커피점/카페,서울특별시,구로구,구로3동,37.4856968115932,126.895498623424
229,카페쎄리오,강북삼성병원점,음식,커피점/카페,서울특별시,종로구,교남동,37.5688594066443,126.967794421205
230,피닉스,,음식,커피점/카페,서울특별시,종로구,가회동,37.5772451171592,126.986166200304
231,모나코플라워,,음식,커피점/카페,서울특별시,강남구,도곡2동,37.489099875394,127.052899458271
232,BC800COFFEETEA,,음식,커피점/카페,서울특별시,송파구,잠실본동,37.5077970788329,127.083779255158
233,꼬지짱,,음식,커피점/카페,서울특별시,동작구,대방동,37.5093425509498,126.932001133226
234,소울36.6,,음식,커피점/카페,서울특별시,금천구,가산동,37.4738797308772,126.885441067338
235,시간이흘러,,음식,커피점/카페,서울특별시,중랑구,면목4동,37.5761321526217,127.082523746388
236,TUICAF고려대점,고려대점,음식,커피점/카페,서울특별시,동대문구,제기동,37.5882555051533,127.035588545484
237,마호가니커피,홈플러스잠실점,음식,커피점/카페,서울특별시,송파구,잠실6동,37.5162432391894,127.102985725638
238,투썸플레이스,CGV수유,음식,커피점/카페,서울특별시,강북구,수유3동,37.6423963990392,127.029790024358
239,폴바셋상암MBC미디어센터점,상암MBC미디어센터점,음식,커피점/카페,서울특별시,마포구,상암동,37.5811104968407,126.890965756325
240,커피빈,코리아반포엘루체점,음식,커피점/카페,서울특별시,서초구,반포본동,37.501737407512,126.987210696283
241,테라로사커피,광화문점,음식,커피점/카페,서울특별시,종로구,종로1.2.3.4가동,37.5747145060703,126.979000463815
242,나무그늘,,음식,커피점/카페,서울특별시,중구,회현동,37.5612518584927,126.984096567168
243,스타벅스,파미에파크점,음식,커피점/카페,서울특별시,서초구,반포4동,37.5044803619627,127.007826111215
244,카페아미치,아미치,음식,커피점/카페,서울특별시,강남구,대치2동,37.4996105819766,127.065897098053
245,투썸플레이스,영등포시장사거리점,음식,커피점/카페,서울특별시,영등포구,영등포동,37.520511588448,126.903062774944
246,보사노바커피로스터스,문래점,음식,커피점/카페,서울특별시,영등포구,문래동,37.5199487521029,126.891996112277
247,더치앤빈,문정점,음식,커피점/카페,서울특별시,송파구,문정2동,37.484759270549,127.11842366968
248,자니로켓카페,영등포점,음식,커피점/카페,서울특별시,영등포구,영등포동,37.517182828822,126.9055549085
249,케이아이디코리아,,음식,커피점/카페,서울특별시,중구,다산동,37.549074681366,127.006918417939
250,FRUITSPOP외대점,외대점,음식,커피점/카페,서울특별시,동대문구,이문1동,37.5961962098641,127.060478443937
251,빽다방서초우성점,서초우성점,음식,커피점/카페,서울특별시,서초구,서초2동,37.4930262018367,127.029305512251
252,고센클래식,,음식,커피점/카페,서울특별시,강남구,청담동,37.5252026016855,127.041412666041
253,마운틴뷰,,음식,커피점/카페,서울특별시,노원구,상계1동,37.6744445484965,127.058506451283
254,커피빈,관훈점,음식,커피점/카페,서울특별시,종로구,종로1.2.3.4가동,37.5741200017691,126.985291589755
255,헬로방방,마포아현점,음식,커피점/카페,서울특별시,마포구,아현동,37.5523504647707,126.954271487756
256,카페나무,로스터리,음식,커피점/카페,서울특별시,용산구,용산2가동,37.5452397851265,126.985083415145
257,빠뜨릭스와플아일렉스점,아일렉스점,음식,커피점/카페,서울특별시,영등포구,여의동,37.5202033823205,126.924414010082
258,다몽헌,,음식,커피점/카페,서울특별시,종로구,가회동,37.5798708244666,126.986594782725
259,스타벅스,코엑스몰점,음식,커피점/카페,서울특별시,강남구,삼성1동,37.5118203253706,127.059139102428
260,공차,NC천호점,음식,커피점/카페,서울특별시,강동구,천호2동,37.541150452679,127.126088611447
261,이나디토,,음식,커피점/카페,서울특별시,광진구,구의1동,37.5396645800799,127.08457759315
