,상호명,지점명,상권업종대분류명,상권업종중분류명,시도명,시군구명,행정동명,위도,경도
86,열린공인중개사사무소,,음식,커피점/카페,경기도,고양시 일산동구,백석2동,37.6375986541893,126.787746694701
87,카페65도씨,범박점,음식,커피점/카페,경기도,부천시,범안동,37.4698682060989,126.812188615467
88,마루534,,음식,커피점/카페,경기도,가평군,설악면,37.6618720130872,127.542786677109
89,이디야커피,장안타운점,음식,커피점/카페,경기도,성남시 분당구,서현2동,37.3717418997645,127.139777055295
90,대성다방,,음식,커피점/카페,경기도,의정부시,가능동,37.7466994404064,127.040832255713
91,메가마트삼성전자수원하우젠홀카페,삼성전자수원하우젠홀카페,음식,커피점/카페,경기도,수원시 영통구,매탄3동,37.2546672045187,127.057442942806
92,카페콘체르트,,음식,커피점/카페,경기도,파주시,탄현면,37.7877150770358,126.699866961986
93,Gen123,,음식,커피점/카페,경기도,하남시,풍산동,37.5481932331871,127.19664687375
94,양지쉼터,,음식,커피점/카페,경기도,여주시,가남읍,37.2026859443391,127.545447083521
95,폴바셋롯데분당점,롯데분당점,음식,커피점/카페,경기도,성남시 분당구,수내1동,37.3784469901967,127.114283594233
96,유다방,,음식,커피점/카페,경기도,화성시,향남읍,37.1316596657025,126.907553208884
97,카인드커피,,음식,커피점/카페,경기도,수원시 영통구,매탄3동,37.2581447208142,127.057354520537
98,A0706,,음식,커피점/카페,경기도,김포시,양촌읍,37.6559522928907,126.628946772775
99,평택애견카페,,음식,커피점/카페,경기도,평택시,송탄동,37.0397491702669,127.097572479027
100,그라찌에명지대학교용인디자인조형센터,명지대학교용인디자인조형센터,음식,커피점/카페,경기도,용인시 처인구,중앙동,37.2218039186259,127.190171860727
101,빈스토리,정자동,음식,커피점/카페,경기도,성남시 분당구,정자동,37.3605897413352,127.11216803245
102,더블유카페판교점,판교점,음식,커피점/카페,경기도,성남시 분당구,삼평동,37.4020848041051,127.108629074493
103,까치다방,,음식,커피점/카페,경기도,화성시,송산면,37.21347293242,126.738290575276
104,남이카페,,음식,커피점/카페,경기도,안성시,죽산면,37.0232461010929,127.400323915084
105,더본코리아_빽다방군포당정역,은하점,음식,커피점/카페,경기도,군포시,군포2동,37.3462852108419,126.944856529648
106,HOLLYSCOFFEE라페스타입구점,라페스타입구점,음식,커피점/카페,경기도,고양시 일산동구,장항2동,37.6598960400908,126.770077858705
107,둥지다방,,음식,커피점/카페,경기도,부천시,대산동,37.4845813858542,126.774178954006
108,화성시니어클럽커피앤,,음식,커피점/카페,경기도,화성시,동탄1동,37.207028670764,127.078370397985
109,URBAN,,음식,커피점/카페,경기도,양평군,양서면,37.5441770590939,127.320469013136
110,사계절다방,,음식,커피점/카페,경기도,화성시,향남읍,37.1331958956231,126.908026326605
111,카페이스턴LH점,이스턴LH점,음식,커피점/카페,경기도,성남시 분당구,구미동,37.3413588841562,127.110735458706
112,빈스월드커피,,음식,커피점/카페,경기도,성남시 분당구,운중동,37.390724934152,127.078418796381
113,휴.에비뉴커피,,음식,커피점/카페,경기도,이천시,마장면,37.2128319737681,127.358345151304
114,코알라커피,,음식,커피점/카페,경기도,광주시,초월읍,37.3708836300689,127.30071894312
115,폴바셋,신세계여주프리미엄아울렛점,음식,커피점/카페,경기도,여주시,여흥동,37.2459435784652,127.612378861566
116,카페코나퀸즈,율동호수공원점,음식,커피점/카페,경기도,성남시 분당구,서현1동,37.3833495661577,127.149988059116
117,빈스컵,,음식,커피점/카페,경기도,화성시,동탄1동,37.2028848408359,127.071605388107
118,커피올댓,,음식,커피점/카페,경기도,용인시 수지구,풍덕천2동,37.3151914382716,127.095294292612
119,베스트빈커피,김포점,음식,커피점/카페,경기도,김포시,사우동,37.6162983526976,126.716166803068
120,투썸플레이스,부천괴안점,음식,커피점/카페,경기도,부천시,범안동,37.4846978450016,126.815628652929
121,궁전다방,,음식,커피점/카페,경기도,김포시,김포본동,37.6263467710678,126.710579010653
122,더라스트드롭,,음식,커피점/카페,경기도,하남시,춘궁동,37.5214559718507,127.201549314795
123,카페허니,,음식,커피점/카페,경기도,용인시 수지구,죽전1동,37.3227781426481,127.125193633183
124,카페캄네스,,음식,커피점/카페,경기도,시흥시,월곶동,37.391369921362,126.741729263894
125,효소사랑카페,,음식,커피점/카페,경기도,화성시,서신면,37.1988744522117,126.698219184976
126,솔카페,,음식,커피점/카페,경기도,파주시,광탄면,37.7822779051855,126.846564740324
127,카페네스카페스타파크점,스타파크점,음식,커피점/카페,경기도,성남시 분당구,정자1동,37.3613327027823,127.105532757116
128,희락카페,,음식,커피점/카페,경기도,남양주시,진접읍,37.7417274801909,127.200482655296
129,띠아모하남미사리점,하남미사리점,음식,커피점/카페,경기도,하남시,미사1동,37.5708958838966,127.201372755443
130,이디야커피,마두역2호점,음식,커피점/카페,경기도,고양시 일산동구,마두2동,37.6530630251936,126.777556706347
131,온더스트릿,,음식,커피점/카페,경기도,성남시 수정구,태평1동,37.4398622656131,127.127346975248
132,요거프레소원천점,원천점,음식,커피점/카페,경기도,수원시 영통구,원천동,37.2667025073819,127.058161098994
133,고향다방,,음식,커피점/카페,경기도,포천시,관인면,38.1576763719945,127.250139608035
134,카페리,,음식,커피점/카페,경기도,김포시,고촌읍,37.6034776844371,126.772117240071
135,이디야커피,김포감정동점,음식,커피점/카페,경기도,김포시,김포본동,37.6227106796093,126.699449937311
136,베네시안,,음식,커피점/카페,경기도,안산시 단원구,선부2동,37.340682363591,126.80751154731
137,꽃돼지다방,,음식,커피점/카페,경기도,포천시,영중면,38.0019068254001,127.241867983411
138,카페엘림,,음식,커피점/카페,경기도,하남시,미사1동,37.566884179242,127.197091416716
139,이디야커피,파주와동점,음식,커피점/카페,경기도,파주시,운정1동,37.7234461280721,126.752273776241
140,에스파니,,음식,커피점/카페,경기도,성남시 분당구,수내3동,37.3672671992844,127.127973954877
141,NY커피아울렛용인본점,용인본점,음식,커피점/카페,경기도,용인시 처인구,모현읍,37.3408483928266,127.177169435528
142,달나라토끼떡카페,,음식,커피점/카페,경기도,부천시,신중동,37.5134519920201,126.771716082327
143,카페봄,,음식,커피점/카페,경기도,양평군,양서면,37.545747672724,127.328829117607
144,커피나무,,음식,커피점/카페,경기도,남양주시,와부읍,37.5541319789169,127.237531295303
145,경기북부분유커피전문점,,음식,커피점/카페,경기도,양주시,광적면,37.8112993663038,126.990889952463
146,차우차우,,음식,커피점/카페,경기도,양평군,서종면,37.6246302532213,127.353723302757
147,타르틴판교아브뉴프랑,,음식,커피점/카페,경기도,성남시 분당구,삼평동,37.3973100809843,127.113553422281
148,아미코,,음식,커피점/카페,경기도,성남시 분당구,운중동,37.390509447127,127.07620797813
149,바디쉐프,,음식,커피점/카페,경기도,성남시 분당구,삼평동,37.3974698309812,127.112026821415
150,원다방,,음식,커피점/카페,경기도,용인시 수지구,풍덕천1동,37.3239978466522,127.098020810734
151,달콤커피,,음식,커피점/카페,경기도,이천시,마장면,37.262744409998,127.408475710454
152,건아들,,음식,커피점/카페,경기도,남양주시,화도읍,37.6581780898812,127.345850334278
153,하야,,음식,커피점/카페,경기도,가평군,설악면,37.6783688867753,127.489708044504
154,커피코리아,,음식,커피점/카페,경기도,김포시,대곶면,37.6543137019095,126.593846123633
155,하버프론트,,음식,커피점/카페,경기도,화성시,서신면,37.1864189342157,126.652843419826
156,카페나무,,음식,커피점/카페,경기도,양평군,서종면,37.6246302532213,127.353723302757
157,게포MAOCoffee,,음식,커피점/카페,경기도,하남시,덕풍3동,37.553193711472,127.193944849295
158,퀴클리,프리미엄이천점,음식,커피점/카페,경기도,이천시,호법면,37.242219521637,127.400013673731
159,들꽃처럼,,음식,커피점/카페,경기도,양주시,은현면,37.9144904927012,126.998250250179
160,아리수호텔커피숍,,음식,커피점/카페,경기도,김포시,장기동,37.6389723017041,126.683870625714
161,커피마마의정부행복로우리집점,의정부행복로우리집점,음식,커피점/카페,경기도,의정부시,의정부1동,37.7412398917278,127.049809479397
162,카멜리아,,음식,커피점/카페,경기도,시흥시,정왕1동,37.337761824986,126.749801373691
163,이디야커피,경복대점,음식,커피점/카페,경기도,남양주시,진접읍,37.733787560032,127.212253585053
164,베스트빈김포점,김포점,음식,커피점/카페,경기도,김포시,사우동,37.6162983526976,126.716166803068
165,투썸플레이스고양원흥점,고양원흥점,음식,커피점/카페,경기도,고양시 덕양구,흥도동,37.6348501594549,126.871257979069
166,토리커피,,음식,커피점/카페,경기도,용인시 기흥구,보라동,37.2535814776963,127.132307080234
167,더팬,,음식,커피점/카페,경기도,안양시 동안구,범계동,37.3899432473381,126.950060797999
168,모카도르,,음식,커피점/카페,경기도,의정부시,의정부1동,37.7414950774652,127.050169297189
169,그라찌에,협성대이공관점,음식,커피점/카페,경기도,화성시,봉담읍,37.2132375513546,126.953663682942
170,카페딩동,,음식,커피점/카페,경기도,파주시,금촌1동,37.7579969357939,126.7726316132
171,커피토스피아하남신장점,하남신장점,음식,커피점/카페,경기도,하남시,덕풍1동,37.5376296303403,127.204160481855
172,머시주스,,음식,커피점/카페,경기도,성남시 분당구,백현동,37.3891106687356,127.113604801266
173,스타벅스커피분당서울대병원4층,,음식,커피점/카페,경기도,성남시 분당구,구미동,37.3520220371583,127.124470630558
174,엔제리너스,수원영통롯데점,음식,커피점/카페,경기도,수원시 영통구,영통3동,37.252733947355,127.071647870742
175,CAFE321,,음식,커피점/카페,경기도,평택시,고덕면,37.0641690817894,127.02134880658
176,프로마쥬블랑,,음식,커피점/카페,경기도,수원시 영통구,영통2동,37.2483410244124,127.042778149085
177,카페비비큐,,음식,커피점/카페,경기도,수원시 영통구,광교1동,37.2894693074291,127.047558017474
178,엔제리너스롯데아울렛구리점,롯데아울렛구리점,음식,커피점/카페,경기도,구리시,동구동,37.6131359575938,127.14090050937
179,비씨800커피앤티,부천상동점,음식,커피점/카페,경기도,부천시,상동,37.5038162368575,126.751595346013
180,페르소나커피,,음식,커피점/카페,경기도,안양시 동안구,귀인동,37.38172237867,126.961952688977
181,USSO,,음식,커피점/카페,경기도,여주시,여흥동,37.2906307565665,127.635281988848
182,달콤팩토리,팩토리,음식,커피점/카페,경기도,고양시 일산서구,일산3동,37.6818721657081,126.7649535897
183,셀렉토커피매탄권선역점,매탄권선역점,음식,커피점/카페,경기도,수원시 영통구,영통2동,37.2502495978122,127.042562378795
184,신일커피숍,,음식,커피점/카페,경기도,안양시 만안구,안양2동,37.406628347526,126.913863346472
185,미성다방,,음식,커피점/카페,경기도,동두천시,생연2동,37.9031631138432,127.053541850337
186,안방전통찻집,,음식,커피점/카페,경기도,광주시,초월읍,37.3931816181357,127.282012776838
187,카페뉴욕치즈케익,미금역점,음식,커피점/카페,경기도,성남시 분당구,구미1동,37.3496713267062,127.107736653266
188,엔제리너스,가평휴게소춘천방면,음식,커피점/카페,경기도,가평군,설악면,37.7019392657903,127.546782057557
189,베스킨라빈스,,음식,커피점/카페,경기도,파주시,문산읍,37.8583532037135,126.785185501203
190,밈,,음식,커피점/카페,경기도,양평군,서종면,37.618683492382,127.357059831809
191,흰구름전통찻집,,음식,커피점/카페,경기도,하남시,춘궁동,37.5230456430526,127.190196560048
192,라떼야커피용인명지대점,용인명지대점,음식,커피점/카페,경기도,용인시 처인구,중앙동,37.2255389810619,127.188193728594
193,주찬양카페,,음식,커피점/카페,경기도,양평군,청운면,37.5553712993301,127.709466251209
194,바리스타마르코판교세븐벤처밸리2호,,음식,커피점/카페,경기도,성남시 분당구,삼평동,37.4016295344193,127.100863620443
195,이디야커피,오산고현점,음식,커피점/카페,경기도,오산시,대원동,37.1358334148415,127.082014700489
196,뉴욕카페,,음식,커피점/카페,경기도,파주시,금촌1동,37.7583393948954,126.776972452295
197,사주까페,,음식,커피점/카페,경기도,광주시,오포읍,37.3408241472635,127.203917016982
198,곱게자란총각카페,곱게자란총각,음식,커피점/카페,경기도,의왕시,청계동,37.3886259272626,126.997621727158
199,갤러리와츠,,음식,커피점/카페,경기도,용인시 수지구,동천동,37.3417353415191,127.069469971015
200,커피토스피아평내점,평내점,음식,커피점/카페,경기도,남양주시,평내동,37.6458559495861,127.235642803182
201,목화다방,,음식,커피점/카페,경기도,동두천시,중앙동,37.9055827940219,127.053044630456
202,이삭커피숍,,음식,커피점/카페,경기도,수원시 장안구,영화동,37.2928122482758,127.010206671211
203,페이지카페,페이지,음식,커피점/카페,경기도,과천시,갈현동,37.418735296899,126.989707837034
204,카페(CAFE)홍익세상,홍익세상만들기,음식,커피점/카페,경기도,용인시 기흥구,신갈동,37.2844000486651,127.099869459181
205,카페소고,,음식,커피점/카페,경기도,남양주시,양정동,37.6247595233825,127.184075851226
206,이디야커피,봉일천점,음식,커피점/카페,경기도,파주시,조리읍,37.7438081948314,126.807937553189
207,알프스카페,,음식,커피점/카페,경기도,양주시,장흥면,37.7498651582981,126.97174193447
208,진실다방,,음식,커피점/카페,경기도,안산시 단원구,원곡동,37.3309666292894,126.79130340966
209,하프보드카페,,음식,커피점/카페,경기도,성남시 분당구,야탑1동,37.4121726377379,127.129837212323
210,안성다방,,음식,커피점/카페,경기도,수원시 장안구,영화동,37.2891905262355,127.017855436698
211,불리마운틴,,음식,커피점/카페,경기도,광주시,남한산성면,37.4543113171273,127.231899684309
212,모카도르메니아,,음식,커피점/카페,경기도,의정부시,의정부1동,37.7414950774652,127.050169297189
213,남산골,,음식,커피점/카페,경기도,양주시,장흥면,37.7381910639729,126.953659601913
214,콩볶는집러빈,,음식,커피점/카페,경기도,성남시 분당구,판교동,37.391489099584,127.089826964174
215,양지다방,,음식,커피점/카페,경기도,화성시,서신면,37.1686361141278,126.704953415746
216,아리엔,,음식,커피점/카페,경기도,고양시 일산서구,송포동,37.6689206152486,126.745785588266
217,모란다방,,음식,커피점/카페,경기도,의정부시,의정부2동,37.7467898792982,127.044201161907
218,곤지암소머리국밥,,음식,커피점/카페,경기도,용인시 처인구,포곡읍,37.303704870411,127.234844121397
219,엘가커피,,음식,커피점/카페,경기도,수원시 장안구,율천동,37.2990799396135,126.971706978375
220,베네거,,음식,커피점/카페,경기도,김포시,통진읍,37.6794829791737,126.603324428437
221,커피미학,광교아브뉴프랑점,음식,커피점/카페,경기도,수원시 영통구,광교1동,37.2915561471043,127.050464070999
222,양평힐링센터,,음식,커피점/카페,경기도,양평군,옥천면,37.5127442741869,127.46330484141
223,내가사케,1호점,음식,커피점/카페,경기도,용인시 처인구,양지면,37.2346944687381,127.284668016068
224,투썸플레이스,파주금촌점,음식,커피점/카페,경기도,파주시,금촌1동,37.7579186958972,126.772905269753
225,카페토스피아진접점,진접점,음식,커피점/카페,경기도,남양주시,진접읍,37.7211903628091,127.202756570445
226,유림까페,,음식,커피점/카페,경기도,광주시,경안동,37.4145036324841,127.25187254858
227,이응빵카페,,음식,커피점/카페,경기도,용인시 기흥구,신갈동,37.2791776393589,127.105141399137
228,카페인중독,,음식,커피점/카페,경기도,안양시 동안구,호계2동,37.388444505034,126.947698936174
229,태연메디컬헬시카페,태연메디컬헬시,음식,커피점/카페,경기도,의정부시,녹양동,37.7616808824512,127.035009563731
230,마실,협동조합카페,음식,커피점/카페,경기도,안산시 상록구,일동,37.3157064816463,126.863525055288
231,스타벅스판교하이펙스,,음식,커피점/카페,경기도,성남시 분당구,삼평동,37.4020984979811,127.110447392748
232,여주휴게소[탐앤탐스],,음식,커피점/카페,경기도,여주시,가남읍,37.2377170732834,127.568307772403
233,Cafebang,,음식,커피점/카페,경기도,고양시 일산동구,정발산동,37.670307009665,126.775686961974
234,카페머그,,음식,커피점/카페,경기도,수원시 장안구,송죽동,37.2963592800465,127.00766753975
235,유리120-5,,음식,커피점/카페,경기도,화성시,봉담읍,37.1747546448582,126.934769706677
236,그라띠아,,음식,커피점/카페,경기도,안산시 상록구,반월동,37.3089555254572,126.905376737253
237,XLIFESHOPPING가맹점분당,분당,음식,커피점/카페,경기도,성남시 분당구,삼평동,37.4027292517755,127.103290200043
238,유정다방,,음식,커피점/카페,경기도,파주시,금촌1동,37.7603842188369,126.774328542512
239,coffeemill,,음식,커피점/카페,경기도,용인시 처인구,백암면,37.165781053261,127.372862933028
240,엔제리너스롯데마트동두천점,롯데마트동두천점,음식,커피점/카페,경기도,동두천시,송내동,37.8809687914689,127.053200731884
241,악어토스트앤커피,,음식,커피점/카페,경기도,수원시 권선구,평동,37.2445435383359,126.975548027678
242,카페라미떼,,음식,커피점/카페,경기도,김포시,양촌읍,37.6540800294806,126.627553307829
243,Teabreak,,음식,커피점/카페,경기도,광주시,퇴촌면,37.4722191363295,127.314507195292
244,동원다방,,음식,커피점/카페,경기도,연천군,전곡읍,38.0250697422567,127.068593579302
245,오가다별내점,별내점,음식,커피점/카페,경기도,남양주시,양정동,37.6059199027413,127.177769390562
246,Cafe아뜨리에,,음식,커피점/카페,경기도,양평군,양서면,37.5423854967731,127.32388013163
247,할리스커피,오리역점,음식,커피점/카페,경기도,성남시 분당구,구미동,37.340500902245,127.108082155571
248,스타벅스,용인기흥구청점,음식,커피점/카페,경기도,용인시 기흥구,신갈동,37.2826619109289,127.110727384765
249,리버까페,,음식,커피점/카페,경기도,하남시,미사1동,37.5754901842298,127.205218159571
250,투썸플레이스수지동천역점,수지동천역점,음식,커피점/카페,경기도,용인시 수지구,동천동,37.3381257629587,127.101429334811
251,카페라리판교점,판교점,음식,커피점/카페,경기도,성남시 분당구,판교동,37.3905609044392,127.089815599906
252,투썸플레이스,광명스마트타운점,음식,커피점/카페,경기도,광명시,소하2동,37.4206624298166,126.890105365986
253,에듀카페분당카페거리점,분당카페거리점,음식,커피점/카페,경기도,성남시 분당구,정자1동,37.3711871110814,127.106273828981
254,스타벅스,야탑점,음식,커피점/카페,경기도,성남시 분당구,야탑1동,37.4121726377379,127.129837212323
255,카페1번가,1번가,음식,커피점/카페,경기도,김포시,대곶면,37.6503919213711,126.587608219212
256,도로시,,음식,커피점/카페,경기도,군포시,군포2동,37.332510165933,126.925098542431
257,신도시다방,,음식,커피점/카페,경기도,부천시,소사본동,37.4787254789071,126.793517649691
258,ORO플라워카페,,음식,커피점/카페,경기도,시흥시,정왕본동,37.3454615211049,126.749391566342
259,커피랜드,,음식,커피점/카페,경기도,부천시,성곡동,37.5293728862528,126.816687537171
260,협동조합꿈꾸는청년카페,협동조합꿈꾸는청년,음식,커피점/카페,경기도,성남시 중원구,상대원1동,37.4420025278101,127.179588972124
261,베네스토리,,음식,커피점/카페,경기도,안양시 동안구,관양2동,37.3977154727884,126.962884143991
262,시에라커피,,음식,커피점/카페,경기도,고양시 일산동구,중산동,37.6815485077893,126.78322260921
263,한국바리스타로스팅협회,,음식,커피점/카페,경기도,용인시 기흥구,기흥동,37.238936536865,127.110170610367
264,FRUITSPOP,이천점,음식,커피점/카페,경기도,이천시,창전동,37.280958270649,127.444306806388
265,터미널다방,,음식,커피점/카페,경기도,안성시,일죽면,37.0940177731547,127.477555155894
266,커피나무,,음식,커피점/카페,경기도,양평군,양평읍,37.4929995975111,127.501930079546
